Product_ID	Product_Name	Category
OFF-EN-10001137	Super Decoflex Portable Personal File	Office Supplies
OFF-AR-10002399	"Contico 72""H Heavy-Duty Storage System"	Office Supplies
OFF-PA-10002713	Sony 64GB Class 10 Micro SDHC R40 Memory Card	Office Supplies
OFF-PA-10002666	Xerox 1974	Office Supplies
OFF-AP-10001124	"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"	Office Supplies
OFF-LA-10001158	Staple holder	Office Supplies
OFF-LA-10001158	Sharp AL-1530CS Digital Copier	Office Supplies
FUR-CH-10000785	"Wirebound Message Book, 4 per Page"	Furniture
OFF-AR-10003732	"Bevis Round Conference Table Top, X-Base"	Office Supplies
FUR-FU-10000023	"Wirebound Service Call Books, 5 1/2"" x 4"""	Furniture
OFF-ST-10001713	Self-Adhesive Removable Labels	Office Supplies
OFF-BI-10002412	Xerox 1908	Office Supplies
OFF-SU-10001225	O'Sullivan 4-Shelf Bookcase in Odessa Pine	Office Supplies
OFF-ST-10002406	Novimex High-Tech Fabric Mesh Task Chair	Office Supplies
FUR-BO-10002545	Xerox 191	Furniture
OFF-PA-10002036	Bulldog Vacuum Base Pencil Sharpener	Office Supplies
OFF-ST-10002205	Bevis Steel Folding Chairs	Office Supplies
OFF-BI-10001982	Xerox 1987	Office Supplies
TEC-AC-10003911	American Pencil	Technology
OFF-AR-10000658	"White Envelopes, White Envelopes with Clear Poly Window"	Office Supplies
TEC-AC-10002076	KeyTronic 6101 Series - Keyboard - Black	Technology
OFF-PA-10003039	"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"	Office Supplies
FUR-TA-10004915	Crate-A-Files	Furniture
OFF-AP-10000696	Hon Multipurpose Stacking Arm Chairs	Office Supplies
OFF-ST-10003327	Coloredge Poster Frame	Office Supplies
OFF-BI-10000309	GBC VeloBinder Manual Binding System	Office Supplies
OFF-PA-10004734	"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"	Office Supplies
OFF-BI-10002225	Design Ebony Sketching Pencil	Office Supplies
TEC-AC-10004708	GBC ProClick 150 Presentation Binding System	Technology
FUR-TA-10000617	Woodgrain Magazine Files by Perma	Furniture
TEC-AC-10002335	Letter Size Cart	Technology
TEC-MA-10001681	Insertable Tab Post Binder Dividers	Technology
FUR-FU-10001935	Belkin QODE FastFit Bluetooth Keyboard	Furniture
OFF-AR-10004757	"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner"	Office Supplies
OFF-BI-10000050	Xerox 1897	Office Supplies
TEC-AC-10001998	Global Deluxe Steno Chair	Technology
TEC-PH-10003012	Aluminum Document Frame	Technology
TEC-CO-10002313	Fellowes Bankers Box Staxonsteel Drawer File/Stacking System	Technology
OFF-BI-10003982	Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays	Office Supplies
OFF-BI-10004492	"Xerox Color Copier Paper, 11"" x 17"", Ream"	Office Supplies
OFF-ST-10000798	Office Star - Ergonomically Designed Knee Chair	Office Supplies
OFF-PA-10002552	Avery 520	Office Supplies
OFF-SU-10002573	"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"	Office Supplies
OFF-ST-10001580	Newell 345	Office Supplies
FUR-BO-10004834	Fellowes Bankers Box Recycled Super Stor/Drawer	Furniture
OFF-ST-10000934	Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener	Office Supplies
TEC-AC-10000158	50 Colored Long Pencils	Technology
OFF-PA-10001947	Newell 342	Office Supplies
OFF-AR-10003478	Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S	Office Supplies
OFF-AP-10004249	Deluxe Rollaway Locking File with Drawer	Office Supplies
TEC-AC-10000158	Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive	Technology
TEC-CO-10004115	"Global Geo Office Task Chair, Gray"	Technology
OFF-PA-10003724	Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms	Office Supplies
FUR-TA-10002041	3M Office Air Cleaner	Furniture
OFF-PA-10002893	Logitech G700s Rechargeable Gaming Mouse	Office Supplies
OFF-LA-10003766	Acco D-Ring Binder w/DublLock	Office Supplies
OFF-PA-10001970	Bush Advantage Collection Racetrack Conference Table	Office Supplies
FUR-BO-10001972	Poly Designer Cover & Back	Furniture
FUR-CH-10003956	Premier Electric Letter Opener	Furniture
OFF-PA-10000157	"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"	Office Supplies
FUR-CH-10001891	Bush Mission Pointe Library	Furniture
OFF-AR-10004344	Cardinal Hold-It CD Pocket	Office Supplies
FUR-CH-10004886	"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"	Furniture
OFF-PA-10003845	SAFCO Boltless Steel Shelving	Office Supplies
OFF-AR-10001573	"Sauder Mission Library with Doors, Fruitwood Finish"	Office Supplies
OFF-EN-10000483	Samsung Galaxy Note 3	Office Supplies
TEC-AC-10004114	"Decoflex Hanging Personal Folder File, Blue"	Technology
FUR-FU-10004712	"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4"""	Furniture
OFF-ST-10000918	Xerox 1912	Office Supplies
FUR-CH-10000015	Cisco SPA525G2 IP Phone - Wireless	Furniture
FUR-FU-10003347	Prang Colored Pencils	Furniture
OFF-BI-10001543	"Fellowes Strictly Business Drawer File, Letter/Legal Size"	Office Supplies
TEC-MA-10000029	Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink	Technology
OFF-AR-10000369	Logitech G602 Wireless Gaming Mouse	Office Supplies
OFF-BI-10004584	Alphabetical Labels for Top Tab Filing	Office Supplies
TEC-AC-10004659	O'Sullivan Living Dimensions 2-Shelf Bookcases	Technology
TEC-AC-10004659	iHome FM Clock Radio with Lightning Dock	Technology
OFF-ST-10000617	Apple iPhone 5S	Office Supplies
OFF-ST-10003306	Square Credit Card Reader	Office Supplies
OFF-BI-10000773	Logitech M510 Wireless Mouse	Office Supplies
TEC-AC-10002600	Fellowes Officeware Wire Shelving	Technology
TEC-MA-10002937	Colored Envelopes	Technology
OFF-PA-10001970	Sony Micro Vault Click 8 GB USB 2.0 Flash Drive	Office Supplies
OFF-PA-10002230	Balt Solid Wood Rectangular Table	Office Supplies
FUR-CH-10003396	"Strathmore #10 Envelopes, Ultimate White"	Furniture
FUR-FU-10000246	Clear Mylar Reinforcing Strips	Furniture
OFF-ST-10000060	"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"	Office Supplies
OFF-ST-10003058	Deflect-O Glasstique Clear Desk Accessories	Office Supplies
OFF-PA-10002222	Vinyl Sectional Post Binders	Office Supplies
FUR-CH-10002372	GBC Standard Therm-A-Bind Covers	Furniture
OFF-LA-10001317	Global Troy Executive Leather Low-Back Tilter	Office Supplies
FUR-FU-10000206	Storex Flexible Poly Binders with Double Pockets	Furniture
OFF-AR-10000588	"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"	Office Supplies
OFF-ST-10001469	Rogers Handheld Barrel Pencil Sharpener	Office Supplies
OFF-AR-10001953	Newell 344	Office Supplies
OFF-AR-10003156	Personal File Boxes with Fold-Down Carry Handle	Office Supplies
OFF-AR-10004974	Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind	Office Supplies
TEC-PH-10002365	Executive Impressions Supervisor Wall Clock	Technology
FUR-TA-10001539	SanDisk Cruzer 32 GB USB Flash Drive	Furniture
OFF-ST-10000142	Newell 327	Office Supplies
TEC-AC-10001772	Newell 317	Technology
FUR-CH-10000225	Canon Image Class D660 Copier	Furniture
FUR-CH-10002331	Advantus Rolling Storage Box	Furniture
OFF-EN-10001415	Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)	Office Supplies
OFF-AP-10002472	Tennsco Single-Tier Lockers	Office Supplies
TEC-AC-10004571	Carina Double Wide Media Storage Towers in Natural & Black	Technology
OFF-BI-10001098	XtraLife ClearVue Slant-D Ring Binders by Cardinal	Office Supplies
FUR-FU-10000023	Motorola HK250 Universal Bluetooth Headset	Furniture
FUR-TA-10001889	Imation 16GB Mini TravelDrive USB 2.0 Flash Drive	Furniture
OFF-BI-10000315	Global Commerce Series High-Back Swivel/Tilt Chairs	Office Supplies
OFF-SU-10003505	Eldon Gobal File Keepers	Office Supplies
OFF-AP-10002578	Martin Yale Chadless Opener Electric Letter Opener	Office Supplies
FUR-FU-10002918	"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"	Furniture
FUR-BO-10002824	Safco Contoured Stacking Chairs	Furniture
OFF-BI-10002194	Tenex Chairmats For Use With Carpeted Floors	Office Supplies
OFF-PA-10004071	Panasonic KX-TG9471B	Office Supplies
OFF-ST-10002743	Sterilite Officeware Hinged File Box	Office Supplies
FUR-BO-10001601	"Premier Elliptical Ring Binder, Black"	Furniture
TEC-PH-10002680	Cardinal Poly Pocket Divider Pockets for Ring Binders	Technology
OFF-ST-10001321	Eureka The Boss Cordless Rechargeable Stick Vac	Office Supplies
OFF-PA-10001509	"Situations Contoured Folding Chairs, 4/Set"	Office Supplies
OFF-PA-10003465	Enermax Aurora Lite Keyboard	Office Supplies
TEC-PH-10000149	LG Electronics Tone+ HBS-730 Bluetooth Headset	Technology
FUR-FU-10002671	SanDisk Cruzer 64 GB USB Flash Drive	Furniture
OFF-AR-10003045	Xblue XB-1670-86 X16 Small Office Telephone - Titanium	Office Supplies
OFF-ST-10000689	"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"	Office Supplies
TEC-AC-10001445	Avery Printable Repositionable Plastic Tabs	Technology
OFF-AR-10002053	Xerox 1898	Office Supplies
TEC-AC-10002567	HON 5400 Series Task Chairs for Big and Tall	Technology
OFF-LA-10003923	"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"	Office Supplies
FUR-BO-10001337	Advantus T-Pin Paper Clips	Furniture
TEC-PH-10001924	Tennsco 16-Compartment Lockers with Coat Rack	Technology
TEC-PH-10001363	Zebra Zazzle Fluorescent Highlighters	Technology
TEC-PH-10000376	Avery 473	Technology
TEC-AC-10000303	Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables	Technology
OFF-AR-10001953	Xerox 226	Office Supplies
OFF-ST-10001809	"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"	Office Supplies
OFF-EN-10003845	"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"	Office Supplies
TEC-AC-10000991	Advantus Panel Wall Acrylic Frame	Technology
FUR-TA-10001857	"Alliance Big Bands Rubber Bands, 12/Pack"	Furniture
OFF-EN-10001434	Cisco SPA301	Office Supplies
OFF-BI-10002498	Personal Creations Ink Jet Cards and Labels	Office Supplies
FUR-FU-10004864	"GBC White Gloss Covers, Plain Front"	Furniture
FUR-CH-10002602	Xerox 222	Furniture
FUR-FU-10000073	Hon Every-Day Series Multi-Task Chairs	Furniture
OFF-BI-10001670	Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple	Office Supplies
OFF-BI-10001658	Newell 332	Office Supplies
FUR-CH-10001215	Rediform S.O.S. Phone Message Books	Furniture
OFF-BI-10000831	Acme Value Line Scissors	Office Supplies
OFF-PA-10000357	"Contract Clock, 14"", Brown"	Office Supplies
OFF-BI-10003274	Martin-Yale Premier Letter Opener	Office Supplies
OFF-AR-10001662	AT&T SB67148 SynJ	Office Supplies
OFF-AR-10003856	Recycled Pressboard Report Cover with Reinforced Top Hinge	Office Supplies
OFF-ST-10001228	"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"	Office Supplies
OFF-BI-10003527	i.Sound Portable Power - 8000 mAh	Office Supplies
FUR-FU-10001290	Xerox 225	Furniture
TEC-AC-10002399	Xerox 1894	Technology
OFF-AR-10002053	Newell 312	Office Supplies
OFF-AR-10003811	Fellowes Superior 10 Outlet Split Surge Protector	Office Supplies
OFF-AR-10001246	Dana Halogen Swing-Arm Architect Lamp	Office Supplies
TEC-CO-10003236	Acme Stainless Steel Office Snips	Technology
OFF-ST-10004507	Mophie Juice Pack Helium for iPhone	Office Supplies
OFF-PA-10001667	GE 2-Jack Phone Line Splitter	Office Supplies
OFF-ST-10004459	"Hot File 7-Pocket, Floor Stand"	Office Supplies
TEC-AC-10000171	Xerox 1889	Technology
OFF-ST-10000736	Angle-D Ring Binders	Office Supplies
OFF-BI-10000285	Motorola L804	Office Supplies
FUR-TA-10001857	Avery 493	Furniture
TEC-PH-10003555	Xerox 1972	Technology
TEC-AC-10003832	Cisco 8x8 Inc. 6753i IP Business Phone System	Technology
OFF-FA-10002815	Prestige Round Ring Binders	Office Supplies
FUR-CH-10003379	"DAX Metal Frame, Desktop, Stepped-Edge"	Furniture
FUR-FU-10001756	"DAX Value U-Channel Document Frames, Easel Back"	Furniture
OFF-ST-10004963	Recycled Easel Ring Binders	Office Supplies
OFF-SU-10002881	Grandstream GXP1160 VoIP phone	Office Supplies
OFF-EN-10001335	"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"	Office Supplies
FUR-CH-10000595	"Global Manager's Adjustable Task Chair, Storm"	Furniture
FUR-FU-10000448	Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room	Furniture
TEC-PH-10000984	"Mini 13-1/2 Capacity Data Binder Rack, Pearl"	Technology
OFF-BI-10002557	"Master Caster Door Stop, Brown"	Office Supplies
OFF-ST-10001325	Belkin Premiere Surge Master II 8-outlet surge protector	Office Supplies
OFF-BI-10002429	"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red"	Office Supplies
OFF-BI-10004528	Tennsco Regal Shelving Units	Office Supplies
OFF-AP-10001271	Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...	Office Supplies
FUR-CH-10002647	Jabra SPEAK 410	Furniture
TEC-AC-10001432	"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"	Technology
TEC-PH-10002262	Office Star - Mesh Screen back chair with Vinyl seat	Technology
OFF-ST-10001809	Premium Transparent Presentation Covers by GBC	Office Supplies
TEC-AC-10001465	Tripp Lite TLP810NET Broadband Surge for Modem/Fax	Technology
TEC-PH-10002597	Wilson Jones Turn Tabs Binder Tool for Ring Binders	Technology
FUR-FU-10000723	Eldon 200 Class Desk Accessories	Furniture
OFF-BI-10000404	Economy Rollaway Files	Office Supplies
OFF-PA-10002986	Avery 480	Office Supplies
OFF-ST-10000604	Xerox 1993	Office Supplies
OFF-BI-10004738	"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"	Office Supplies
OFF-SU-10001935	Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector	Office Supplies
FUR-CH-10002024	First Data FD10 PIN Pad	Furniture
FUR-FU-10003039	Sony 16GB Class 10 Micro SDHC R40 Memory Card	Furniture
OFF-FA-10004248	Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge	Office Supplies
OFF-ST-10001780	Avery Durable Poly Binders	Office Supplies
OFF-AR-10003560	Airmail Envelopes	Office Supplies
OFF-LA-10001297	Space Solutions Commercial Steel Shelving	Office Supplies
FUR-TA-10004256	Acme Tagit Stainless Steel Antibacterial Scissors	Furniture
OFF-PA-10003441	ClearOne Communications CHAT 70 OC Speaker Phone	Office Supplies
FUR-FU-10003347	"Master Giant Foot Doorstop, Safety Yellow"	Furniture
OFF-BI-10000069	12-1/2 Diameter Round Wall Clock	Office Supplies
OFF-AP-10003914	"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"	Office Supplies
FUR-FU-10004020	"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages"	Furniture
OFF-FA-10003467	Newell 331	Office Supplies
OFF-LA-10000634	Kensington 6 Outlet Guardian Standard Surge Protector	Office Supplies
TEC-PH-10002496	"Southworth 100% Résumé Paper, 24lb."	Technology
OFF-PA-10004530	Hoover Portapower Portable Vacuum	Office Supplies
OFF-BI-10001107	"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack"	Office Supplies
OFF-PA-10004451	"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock"	Office Supplies
FUR-CH-10004997	Ibico Hi-Tech Manual Binding System	Furniture
OFF-LA-10001297	Avery Hanging File Binders	Office Supplies
OFF-FA-10000585	Fellowes Neat Ideas Storage Cubes	Office Supplies
OFF-BI-10001922	Cubify CubeX 3D Printer Triple Head Print	Office Supplies
TEC-PH-10000347	Avery 516	Technology
OFF-AR-10003394	"Bush Andora Bookcase, Maple/Graphite Gray Finish"	Office Supplies
OFF-PA-10004530	Luxo Professional Magnifying Clamp-On Fluorescent Lamps	Office Supplies
OFF-PA-10001450	Recycled Eldon Regeneration Jumbo File	Office Supplies
OFF-SU-10001574	Imation Bio 8GB USB Flash Drive Imation Corp	Office Supplies
OFF-ST-10002974	Xerox 1977	Office Supplies
FUR-FU-10001475	Avery 490	Furniture
OFF-SU-10004498	"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"	Office Supplies
TEC-PH-10004977	"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"	Technology
TEC-PH-10000586	GBC Linen Binding Covers	Technology
OFF-AP-10000358	"Tenex ""The Solids"" Textured Chair Mats"	Office Supplies
OFF-BI-10002764	Laminate Occasional Tables	Office Supplies
TEC-PH-10001254	Xerox 220	Technology
FUR-CH-10003956	Fellowes 8 Outlet Superior Workstation Surge Protector	Furniture
OFF-LA-10003930	O'Sullivan Living Dimensions 5-Shelf Bookcases	Office Supplies
TEC-PH-10003800	"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"	Technology
OFF-PA-10002005	Bionaire Personal Warm Mist Humidifier/Vaporizer	Office Supplies
OFF-BI-10002498	Logitech Wireless Performance Mouse MX for PC and Mac	Office Supplies
OFF-PA-10004101	Cardinal Holdit Business Card Pockets	Office Supplies
OFF-AR-10004078	"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock"	Office Supplies
TEC-AC-10001266	Tops Green Bar Computer Printout Paper	Technology
OFF-AP-10004708	Chromcraft Bull-Nose Wood Oval Conference Tables & Bases	Office Supplies
TEC-CO-10004115	"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16"	Technology
TEC-PH-10002398	"Seth Thomas 16"" Steel Case Clock"	Technology
FUR-FU-10001979	Acme Softgrip Scissors	Furniture
OFF-SU-10004115	"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9"""	Office Supplies
TEC-PH-10001425	ClearSounds CSC500 Amplified Spirit Phone Corded phone	Technology
TEC-PH-10003963	Xerox 1964	Technology
OFF-SU-10001574	"Bevis Traditional Conference Table Top, Plinth Base"	Office Supplies
OFF-ST-10001490	"Personal Folder Holder, Ebony"	Office Supplies
FUR-FU-10001756	Logitech Illuminated - Keyboard	Furniture
OFF-BI-10000773	O'Sullivan Cherrywood Estates Traditional Bookcase	Office Supplies
OFF-BI-10001543	Acco Translucent Poly Ring Binders	Office Supplies
OFF-PA-10002120	Logitech Wireless Touch Keyboard K400	Office Supplies
OFF-BI-10000848	Avery 508	Office Supplies
OFF-AR-10001246	GBC Standard Plastic Binding Systems Combs	Office Supplies
TEC-PH-10003092	Xerox 196	Technology
TEC-PH-10003012	"Fiskars 8"" Scissors, 2/Pack"	Technology
OFF-LA-10004345	Belkin iPhone and iPad Lightning Cable	Office Supplies
OFF-PA-10001204	GBC Durable Plastic Covers	Office Supplies
TEC-PH-10004667	Nu-Dell Leatherette Frames	Technology
TEC-PH-10000011	Avery Durable Binders	Technology
OFF-BI-10002949	Hewlett Packard 610 Color Digital Copier / Printer	Office Supplies
FUR-FU-10003849	Chromcraft Round Conference Tables	Furniture
FUR-FU-10000010	Avery 476	Furniture
OFF-BI-10002824	Brown Kraft Recycled Envelopes	Office Supplies
TEC-PH-10002538	Plantronics S12 Corded Telephone Headset System	Technology
FUR-FU-10000521	3-ring staple pack	Furniture
OFF-BI-10002103	Fellowes Stor/Drawer Steel Plus Storage Drawers	Office Supplies
FUR-CH-10004853	Electrix Halogen Magnifier Lamp	Furniture
OFF-AP-10000179	Hon 4070 Series Pagoda Round Back Stacking Chairs	Office Supplies
OFF-ST-10001272	Cardinal EasyOpen D-Ring Binders	Office Supplies
OFF-AR-10004042	GBC Instant Report Kit	Office Supplies
FUR-FU-10000221	Boston 19500 Mighty Mite Electric Pencil Sharpener	Furniture
OFF-AP-10001563	"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"	Office Supplies
OFF-BI-10000605	"Dixon My First Ticonderoga Pencil, #2"	Office Supplies
OFF-PA-10002615	Hon GuestStacker Chair	Office Supplies
OFF-ST-10001963	Xerox 1927	Office Supplies
TEC-AC-10001267	"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray"	Technology
TEC-PH-10002103	Microsoft Natural Ergonomic Keyboard 4000	Technology
TEC-AC-10002857	Cameo Buff Policy Envelopes	Technology
OFF-LA-10003930	Heavy-Duty E-Z-D Binders	Office Supplies
FUR-CH-10001482	"Lifetime Advantage Folding Chairs, 4/Carton"	Furniture
OFF-BI-10001989	"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11"""	Office Supplies
OFF-AP-10003287	Office Star - Contemporary Task Swivel Chair	Office Supplies
FUR-FU-10000576	Cisco Unified IP Phone 7945G VoIP phone	Furniture
OFF-BI-10004728	Avery 499	Office Supplies
FUR-FU-10000732	Xerox 1887	Furniture
OFF-ST-10000585	Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set	Office Supplies
OFF-LA-10002787	"Executive Impressions 14"" Contract Wall Clock"	Office Supplies
TEC-AC-10003832	Belkin 7 Outlet SurgeMaster II	Technology
OFF-PA-10001934	Xerox 218	Office Supplies
OFF-AP-10002457	"Eldon Stackable Tray, Side-Load, Legal, Smoke"	Office Supplies
OFF-FA-10003112	Model L Table or Wall-Mount Pencil Sharpener	Office Supplies
OFF-AP-10002350	ClearOne CHATAttach 160 - speaker phone	Office Supplies
FUR-FU-10001935	Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver 	Furniture
TEC-PH-10003273	Newell 32	Technology
TEC-AC-10001142	Belkin F9G930V10-GRY 9 Outlet Surge	Technology
OFF-PA-10000482	Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset	Office Supplies
OFF-PA-10003892	Xerox 1968	Office Supplies
TEC-AC-10001101	Self-Adhesive Ring Binder Labels	Technology
OFF-AP-10002439	Global Leather Executive Chair	Office Supplies
OFF-BI-10002827	GBC Recycled Grain Textured Covers	Office Supplies
OFF-EN-10002230	Xerox 1941	Office Supplies
FUR-CH-10001215	Razer Kraken PRO Over Ear PC and Music Headset	Furniture
OFF-BI-10004654	Kingston Digital DataTraveler 32GB USB 2.0	Office Supplies
OFF-ST-10001490	Advantus Plastic Paper Clips	Office Supplies
OFF-ST-10001511	Acme Forged Steel Scissors with Black Enamel Handles	Office Supplies
FUR-TA-10001768	Security-Tint Envelopes	Furniture
OFF-BI-10003981	"Global Airflow Leather Mesh Back Chair, Black"	Office Supplies
OFF-ST-10001522	"Fellowes Smart Surge Ten-Outlet Protector, Platinum"	Office Supplies
OFF-FA-10000621	Pyle PMP37LED	Office Supplies
OFF-SU-10004231	Clarity 53712	Office Supplies
OFF-PA-10000474	Boston 16801 Nautilus Battery Pencil Sharpener	Office Supplies
TEC-PH-10004042	"Holmes Replacement Filter for HEPA Air Cleaner, Large Room"	Technology
FUR-FU-10003096	Zebra GX420t Direct Thermal/Thermal Transfer Printer	Furniture
FUR-FU-10002759	GBC ProClick Punch Binding System	Furniture
FUR-TA-10000688	"Adams Telephone Message Books, 5 1/4” x 11”"	Furniture
OFF-PA-10002377	Newell 335	Office Supplies
OFF-AR-10001954	O'Sullivan 3-Shelf Heavy-Duty Bookcases	Office Supplies
OFF-AP-10004532	Fellowes Binding Cases	Office Supplies
OFF-PA-10002137	Ibico Plastic and Wire Spiral Binding Combs	Office Supplies
TEC-AC-10003832	Acme Preferred Stainless Steel Scissors	Technology
OFF-AP-10000804	Avery 486	Office Supplies
TEC-AC-10003614	"Linden 10"" Round Wall Clock, Black"	Technology
FUR-FU-10003553	Maxell DVD-RAM Discs	Furniture
OFF-BI-10004632	DIXON Oriole Pencils	Office Supplies
OFF-BI-10003305	Xerox 202	Office Supplies
OFF-ST-10002583	Xerox 1884	Office Supplies
OFF-ST-10004507	Acme Box Cutter Scissors	Office Supplies
TEC-MA-10004125	Staple magnet	Technology
OFF-AP-10002457	Deluxe Chalkboard Eraser Cleaner	Office Supplies
TEC-AC-10003911	Logitech MX Performance Wireless Mouse	Technology
OFF-LA-10001934	Newell 337	Office Supplies
OFF-PA-10000304	"Logitech B530 USB Headset - headset - Full size, Binaural"	Office Supplies
FUR-BO-10004015	Avery 482	Furniture
FUR-FU-10004071	"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"	Furniture
TEC-PH-10002033	Avery 483	Technology
OFF-ST-10002444	Large Capacity Hanging Post Binders	Office Supplies
TEC-AC-10002253	GBC Ibimaster 500 Manual ProClick Binding System	Technology
OFF-PA-10000743	Southworth 100% Cotton The Best Paper	Office Supplies
OFF-AR-10003373	Xerox 1910	Office Supplies
OFF-LA-10002312	Logitech G19 Programmable Gaming Keyboard	Office Supplies
OFF-EN-10000927	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"	Office Supplies
OFF-LA-10003510	Lock-Up Easel 'Spel-Binder'	Office Supplies
OFF-AR-10001118	Dax Clear Box Frame	Office Supplies
OFF-BI-10001575	Fellowes Black Plastic Comb Bindings	Office Supplies
OFF-BI-10001982	Eldon Shelf Savers Cubes and Bins	Office Supplies
FUR-FU-10002960	Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 	Furniture
FUR-FU-10003394	"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"	Furniture
FUR-TA-10002774	Fluorescent Highlighters by Dixon	Furniture
OFF-PA-10001800	Nortel Networks T7316 E Nt8 B27	Office Supplies
OFF-AP-10001469	Binding Machine Supplies	Office Supplies
TEC-AC-10002399	Things To Do Today Pad	Technology
TEC-AC-10003628	Wilson Jones Hanging Recycled Pressboard Data Binders	Technology
FUR-BO-10003272	Permanent Self-Adhesive File Folder Labels for Typewriters by Universal	Furniture
OFF-BI-10000050	Deluxe Heavy-Duty Vinyl Round Ring Binder	Office Supplies
OFF-PA-10004071	Xerox 1923	Office Supplies
OFF-EN-10001219	Xerox 1931	Office Supplies
OFF-AP-10001154	"Bush Westfield Collection Bookcases, Fully Assembled"	Office Supplies
TEC-PH-10003012	Gear Head AU3700S Headset	Technology
TEC-AC-10001606	Wilson Jones Legal Size Ring Binders	Technology
OFF-BI-10003355	Polycom CX600 IP Phone VoIP phone	Office Supplies
FUR-FU-10000010	Maxell iVDR EX 500GB Cartridge	Furniture
FUR-FU-10002253	Fellowes High-Stak Drawer Files	Furniture
OFF-BI-10001658	"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"	Office Supplies
FUR-FU-10000246	Acco Perma 4000 Stacking Storage Drawers	Furniture
OFF-PA-10004092	Maxell 4.7GB DVD-R	Office Supplies
FUR-TA-10000198	OtterBox Commuter Series Case - iPhone 5 & 5s	Furniture
OFF-ST-10000036	Kensington 4 Outlet MasterPiece Compact Power Control Center	Office Supplies
FUR-FU-10000222	Xerox 1985	Furniture
OFF-SU-10004664	Hypercom P1300 Pinpad	Office Supplies
OFF-EN-10001141	"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"	Office Supplies
